stv_id,token_symbol,token_address
0x1c5668938d8b2abd462d4a114d357f30386abde5,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x11de7704d995112fd1fefca8937dafb76c182a0d,LINK-PERP,0xed811409bfea901e75cb19ba347c08a154e860c9
0xa9ec6cb6de9c78680ce486de296f44609ccaa84b,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x799b422b8f74e2f9e34dc11de55a4392ce83d0fc,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x6a8b176b58759aadefb388c1e52adcb36199fe6f,OP-PERP,0xba3f57a977f099905531f7c2f294aad7b56ed254
0xb1b9f072dbb7bbd85be5878986cce3dd11e85aff,ETH-PERP,0xfe653438a1a4a7f56e727509c341d60a7b54fa91
0x56be75d3726c22e49d13e767bc154e20e2e796a1,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x71bbfeb96b8e09c6a7b052190fb7e945efbbe5ef,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0xd8a89166bf3fa9879997927d60d9486bbcdf6446,ETH-PERP,0xfe653438a1a4a7f56e727509c341d60a7b54fa91
0x25bd231a3c55a10a9c1d8d9f7fb95e2c27a8b15c,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0xb97cc787e82a323eff0fb7c8047e54d9f513c523,ETH-PERP,0xfe653438a1a4a7f56e727509c341d60a7b54fa91
0x724d466e36f62b4557612c2f692411db0c7535be,SOL-PERP,0x0492ff9807f82856781488015ef7aa5526c0edd6
0x72b7f3ad3008afbe6b9c65ff6b15d93e768746ef,ETH-PERP,0xfe653438a1a4a7f56e727509c341d60a7b54fa91
0x5646c3e1aa943508cde9022024c2d5d9a1aad7d6,SOL-PERP,0x0492ff9807f82856781488015ef7aa5526c0edd6
0xe0967640d472dc2bfbd72064aad0ded86059c918,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x75dbe714d55c2835e790bfc399c79437d3f40251,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x63320e3cd713fb11c29c9f794bb10fa50cadf3f6,DOGE-PERP,0xac28ac205275d7c2d6877bea8657cebe04fd9ae9
0x459450f50326a90dec741d373388d8649ea127c2,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x006e079124f30c6bcedf4f1148e43678f9c9fd2c,ETH-PERP,0xfe653438a1a4a7f56e727509c341d60a7b54fa91
0xc49a73e6968af69dbd770b7aa45c29c295ad214e,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0xa0398174e385479cddb66a0f65bfe420e8faf332,LTC-PERP,0x8bd80ad7630b3864bed66cf28f548143ea43dc3b
0x04012b13a549c675f6c0734400f29bfd9b21c069,DYDX-PERP,0x0f7afcb1612b305626cff84f84e4169ba2d0f12c
0xe3b76bb42936ad33791f08a8d8b89e783edb28a9,ETH-PERP,0xfe653438a1a4a7f56e727509c341d60a7b54fa91
0xb62cdb4bbd07ee858ec9867250d3bbfba048c6b6,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x15623a1091150f3bca771c4e2b0fa8fd64f9a909,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x99c96a56a2bf0b98bb7b90ba3051eae63db59a2f,NEAR-PERP,0x9c8764ec71f175c97c6c2fd558eb6546fcdbea32
0xf4abaeb5b7e5bea980e5c945ffa15ef4b896e5cd,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x82bce9cc89aa7034c99212a3aa1bf9836e04645d,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0xbbbee416f09ea3f49e44ab25bdae0c9d91ce11a0,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0xc4566afde2e1c65b373026c53a5ceaa54bc9a9a0,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x718bbfd2004542d36c2d858b037a73766513120f,ETH-PERP,0xfe653438a1a4a7f56e727509c341d60a7b54fa91
0xd6cbbbfbb9b7634fd3a46e028bb56198adce94c2,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x8767c479a0042650a5fcd56f50401203dba5d146,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0xdc8157e6f3b3256e9c581004791e059b0e915c58,INJ-PERP,0xa63de7f89ba1270b85f3dcc193ff1a1390a7c7c7
0x109bf6290bc5c4118853728da0448f4961205093,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x209ddacf4462c043fdbb5979ef54023212817d91,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x55af4f3e89d7a3ddd7a70537be43466ff8a2c3d2,SOL-PERP,0x0492ff9807f82856781488015ef7aa5526c0edd6
0xfcc643171b763bdcf20c89506d7d66cf130ebc09,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x19541b07883e4dcc91083b54bfbd9063946134be,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0xcd16378947342d80f0e3a58d9ead6aab232a143d,ETH-PERP,0xfe653438a1a4a7f56e727509c341d60a7b54fa91
0x758a6eb5cf858d6f7f6e9e97ee9a9c9124b65dc8,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0xa2a265cc6567f150a9260e0ee38d7dbfbbba6ae7,ETH-PERP,0xfe653438a1a4a7f56e727509c341d60a7b54fa91
0xcf7f5ebeb71db3dd26a1822792f5aec89ab100f4,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0xe6cd42f1bec9f5abbe99cf1b314878bcf4b5f30e,ETH-PERP,0xfe653438a1a4a7f56e727509c341d60a7b54fa91
0xa8d95eda38022938e118198cc49bb9f4c8769473,BNB-PERP,0x9c52d5c4df5a68955ad088a781b4ab364a861e9e
0x1c93640a76d62ddadd564d193ee1a0667dd470a7,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0xbf49fdcf3359db76f0c13e9732f34c9a7abae9f0,DOGE-PERP,0xac28ac205275d7c2d6877bea8657cebe04fd9ae9
0xc28f060da80b4defdd361de2ce0fd421494f8e2c,AVAX-PERP,0xa94f9e3433c92a5cd1925494811a67b1943557d9
0x9c3a06291062d3cbf01de58eb3c62f550eebd010,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0xf0ad165778c1ad708470ff78c669c7c5861ac4fa,ETH-PERP,0xfe653438a1a4a7f56e727509c341d60a7b54fa91
0xb138c6d86a29e02d552db6ab6d9f4f251d96d83f,ETH-PERP,0xfe653438a1a4a7f56e727509c341d60a7b54fa91
0x6b5de2b46d6590424e744c63c91af1e547b5bb08,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x5b37fdbed04a845837de9d9689fb6502b80b17c1,GALA-PERP,0xdc054bce222fe725da0f17abcef38253bd8bb745
0x6c73dfce35ead47d19f8d5689697afd91e68d42d,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x0b032e5b8b4aa9248d692d2aaa98cf603922669d,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0xd00615a988b3b1d873084f85e662216784b45334,JTO-PERP,0xe7ed0c559d905436a867cddf07e06921d572363c
0xa657f3e33feb932dadc43930fe4acebbdc522716,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x0054f370e620bc4430c499d5e62dfd830dcc1632,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0xe4f432749993511b0e3704a4a4ef42ad7e0b14dc,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x4a729573efe754fb329dd7706a45e524d971ff91,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x3dbd33fb459c321f8d4303eaa7cc19a1aaf26e1a,INJ-PERP,0xa63de7f89ba1270b85f3dcc193ff1a1390a7c7c7
0x6788ce6c75fb574afb21d68b067a2e3b48a78edd,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x0a4f033c2ad9ca342778b47c68313c1398b33835,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x6be7800fd4fd31b6a798ab0af1e3d50f1f9b8f9f,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x0bf1228601ec8b54247372623df41c47232cf432,ETH-PERP,0xfe653438a1a4a7f56e727509c341d60a7b54fa91
0xb5347776ee695ccb509d8e1e5b6d7911dc143072,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x2934dc2e46a66eda9aa77a8e095c0e78a3402bb6,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0x5e1f2e87d22edc88325d8468885cb46e646c50ed,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
0xc330ad113076c03be5cb3125c41e3a7549287327,BTC-PERP,0xF03f457a30e598d5020164a339727Ef40f2B8fbC
